distance,angle,raw_angle,time,speed
24.92029,39.90234,454,806965,-1.51049
24.93682,16.52344,188,806978,-1.271489
25.17258,349.9805,3982,806991,18.13544
25.19713,315.2637,3587,807004,-1.888113
25.22379,277.5586,3158,807017,-2.22152
25.2479,243.457,2770,807030,-1.854653
25.26772,215.4199,2451,807042,-1.52483
25.28487,191.1621,2175,807055,-1.319289
25.29972,170.1563,1936,807068,-1.142428
25.31868,143.3496,1631,807081,-1.45791
25.34558,105.293,1198,807094,-2.069754
25.37355,65.74219,748,807107,-2.151015
25.39275,38.58398,439,807120,-1.47703
25.40934,15.11719,172,807133,-1.382624
25.64479,348.1348,3961,807145,18.11154
25.6694,313.3301,3565,807158,-1.892893
25.69637,275.1855,3131,807171,-2.074534
25.72048,241.084,2743,807184,-1.854653
25.7398,213.75,2432,807197,-1.48659
25.75664,189.9316,2161,807210,-1.295389
25.77435,164.8828,1876,807225,-1.180668
25.79517,135.4395,1541,807238,-1.601311
25.82338,95.53711,1087,807251,-2.170135
25.8496,58.44727,665,807264,-2.185272
25.86744,33.22266,378,807276,-1.371869
25.88465,8.876953,101,807289,-1.324069
26.11917,340.5762,3875,807302,18.03984
26.14452,304.7168,3467,807315,-1.950253
26.17087,267.4512,3043,807328,-2.026734
26.19405,234.668,2670,807341,-1.931532
26.21275,208.2129,2369,807354,-1.43879
26.22903,185.1855,2107,807366,-1.252368
26.24432,163.5645,1861,807379,-1.175888
26.2652,134.0332,1525,807392,-1.606091
26.2936,93.86719,1068,807405,-2.184475
26.31964,57.04102,649,807418,-2.002834
26.33722,32.16797,366,807431,-1.352749
26.35419,8.173828,93,807444,-1.413695
26.58864,339.7852,3866,807456,18.03506
26.61461,303.0469,3448,807469,-1.998054
26.64078,266.0449,3027,807482,-2.012394
26.66377,233.5254,2657,807495,-1.768612
26.68241,207.1582,2357,807508,-1.43401
26.69838,184.5703,2100,807521,-1.228468
26.71373,162.8613,1853,807534,-1.180668
26.7351,132.627,1509,807547,-1.644331
26.76338,92.63672,1054,807560,-2.174915
26.7891,56.25,640,807573,-2.143845
26.80936,27.59766,314,807588,-1.350519
26.82651,3.339844,38,807600,-1.319289
27.05973,333.1934,3791,807613,17.93946
27.08651,295.3125,3360,807626,-2.060194
27.11199,259.2773,2950,807639,-1.959813
27.13405,228.0762,2595,807652,-1.696912
27.15195,202.7637,2307,807665,-1.376649
27.16785,180.2637,2051,807678,-1.223688
27.18351,158.1152,1799,807691,-1.304949
27.2065,125.5957,1429,807704,-1.915997
27.23558,84.46289,961,807716,-2.237056
27.25951,50.625,576,807729,-1.840313
27.27647,26.63086,303,807742,-1.304949
27.29356,2.460938,28,807755,-1.314509
27.52652,331.9629,3777,807768,17.92034
27.55337,293.9941,3345,807781,-2.237056
27.57866,258.2227,2938,807793,-1.945473
27.60066,227.1094,2584,807806,-1.692132
27.61868,201.6211,2294,807819,-1.38621
27.63446,179.2969,2040,807832,-1.214128
27.65068,156.3574,1779,807845,-1.247589
27.67386,123.5742,1406,807858,-1.782952
27.70337,81.82617,931,807871,-2.270515
27.7263,49.39453,562,807884,-1.763832
27.74314,25.57617,291,807897,-1.403338
27.76067,0.7910156,9,807909,-1.347969
27.99332,329.8535,3753,807922,17.89644
28.0201,291.9727,3322,807935,-2.060194
28.04552,256.0254,2913,807948,-1.955033
28.07044,220.7813,2512,807963,-1.661221
28.08784,196.1719,2232,807976,-1.338409
28.10306,174.6387,1987,807989,-1.171108
28.12052,149.9414,1706,808002,-1.343189
28.1455,114.6094,1304,808015,-1.921573
28.17477,73.21289,833,808028,-2.251395
28.19565,43.68164,497,808041,-1.606091
28.21187,20.74219,236,808053,-1.351554
28.448,354.7266,4036,808066,18.16412
28.47137,321.6797,3660,808079,-1.797292
28.49803,283.9746,3231,808092,-2.050634
28.52319,248.3789,2826,808105,-1.935913
28.5437,219.375,2496,808118,-1.577411
28.56085,195.1172,2220,808131,-1.319289
28.57589,173.8477,1978,808144,-1.156768
28.59378,148.5352,1690,808157,-1.376649
28.61908,112.7637,1283,808170,-2.107596
28.6481,71.71875,816,808183,-2.232275
28.66866,42.62695,485,808195,-1.582191
28.68507,19.42383,221,808208,-1.261929
28.92102,353.1445,4018,808221,18.14978
28.94488,319.3945,3634,808234,-1.835533
28.97154,281.6895,3205,808247,-2.050634
28.99621,246.7969,2808,808260,-1.897673
29.01622,218.4961,2486,808273,-1.539171
29.03356,193.9746,2207,808286,-1.444765
29.04853,172.793,1966,808299,-1.151988
29.06693,146.7773,1670,808311,-1.41489
29.09271,110.3027,1255,808324,-1.983714
29.1213,69.87305,795,808337,-2.198815
29.14498,36.38672,414,808353,-1.479719
29.16144,13.0957,149,808366,-1.372268
29.39627,345.2344,3928,808378,18.06375
29.4215,309.5508,3522,808391,-1.940693
29.44791,272.1973,3097,808404,-2.031514
29.47134,239.0625,2720,808417,-1.802072
29.49091,211.377,2405,808430,-1.50571
29.50725,188.2617,2142,808443,-1.257149
29.5226,166.5527,1895,808456,-1.180668
29.54236,138.6035,1577,808469,-1.520051
29.57051,98.78906,1124,808482,-2.165355
29.59705,61.25977,697,808495,-2.211164
29.61556,35.06836,399,808507,-1.42445
29.63228,11.42578,130,808520,-1.285829
29.86736,343.916,3913,808533,18.08286
29.8929,307.793,3502,808546,-1.964593
29.91931,270.4395,3077,808559,-2.031514
29.94248,237.6563,2704,808572,-1.782952
29.96181,210.3223,2393,808585,-1.48659
29.97828,187.0313,2128,808598,-1.266709
29.99331,165.7617,1886,808611,-1.156768
30.01363,137.0215,1559,808624,-1.693326
30.04191,97.03125,1104,808637,-2.174915
30.06826,59.76563,680,808649,-2.026734
30.08634,34.18945,389,808662,-1.390989
30.10349,9.931641,113,808675,-1.319289
30.33826,341.9824,3891,808688,18.05896
30.36374,305.9473,3481,808701,-1.959813
30.39021,268.5059,3055,808714,-2.036294
30.41339,235.7227,2682,808727,-1.782952
30.43246,208.7402,2375,808740,-1.589759
30.45229,180.7031,2056,808756,-1.238925
30.4685,157.7637,1795,808769,-1.247589
30.49112,125.7715,1431,808782,-1.739932
30.52083,83.75977,953,808794,-2.284856
30.54432,50.53711,575,808807,-1.806852
30.56109,26.80664,305,808820,-1.290609
30.57862,2.021484,23,808833,-1.347969
30.81139,331.2598,3769,808846,17.906
30.83799,293.6426,3341,808859,-2.045854
30.86384,257.0801,2925,808872,-1.988494
30.88596,225.791,2569,808885,-1.843499
30.90386,200.4785,2281,808898,-1.376649
30.91896,179.1211,2038,808911,-1.161548
30.93574,155.3906,1768,808923,-1.290609
30.95922,122.168,1390,808936,-1.806852
30.98868,80.50781,916,808949,-2.265736
31.01161,48.07617,547,808962,-1.763832
31.02814,24.69727,281,808975,-1.271489
31.26489,359.5605,4091,808988,18.21193
31.28745,327.6563,3728,809001,-1.735152
31.31423,289.7754,3297,809014,-2.060194
31.33996,253.3887,2883,809027,-1.978933
31.3614,223.0664,2538,809040,-1.649111
31.37886,198.3691,2257,809053,-1.455122
31.39427,176.5723,2009,809066,-1.185448
31.41142,152.3145,1733,809079,-1.319289
31.43591,117.6855,1339,809091,-1.883333
31.46499,76.55273,871,809104,-2.237056
31.48711,45.26367,515,809117,-1.701692
31.5037,21.79688,248,809130,-1.276269
31.74008,356.1328,4052,809143,18.18324
31.76295,323.7891,3684,809156,-1.759052
31.78967,285.9961,3254,809169,-2.226699
31.81825,245.5664,2794,809184,-1.90564
31.83839,217.0898,2470,809196,-1.548731
31.85504,193.5352,2202,809209,-1.281049
31.86983,172.6172,1964,809222,-1.137648
31.88766,147.3926,1677,809234,-1.486192
31.91352,110.8301,1261,809247,-1.988494
31.94098,71.98242,819,809260,-2.288839
31.96174,42.62695,485,809272,-1.596531
31.97777,19.95117,227,809285,-1.233248
32.21421,354.375,4032,809297,19.70369
32.23683,322.3828,3668,809310,-1.739932
32.2638,284.2383,3234,809323,-2.074534
32.28791,250.1367,2846,809335,-2.009207
32.30854,220.957,2514,809348,-1.586971
32.3255,196.9629,2241,809361,-1.413695
32.34054,175.6934,1999,809373,-1.253165
32.3572,152.1387,1731,809386,-1.281049
32.38181,117.334,1335,809399,-2.050634
32.41002,77.43164,881,809411,-2.170135
